-2.59256	-3.73434	-2.38768	-2.26763	-3.48433	-3.58786	-2.36996	-2.91858	-3.80744	-2.19942	-2.58502	-3.50804	-3.10679	-2.07299	-3.27304	-2.36995	-2.41024	-3.06403	-3.95612	-3.63197
-3.73434	-3.63775	-3.66496	-2.61302	-2.19879	-3.1928	-3.25081	-3.85069	-3.74289	-2.87566	-3.34828	-3.92588	-2.07689	-3.99355	-3.8615	-3.58188	-2.73092	-2.00603	-3.79587	-3.47465
-2.38768	-3.66496	-2.11045	-2.83035	-2.55158	-2.34151	-3.12981	-3.32794	-2.33946	-3.37307	-3.15443	-2.29354	-3.24112	-3.30788	-2.14813	-3.08239	-2.90826	-3.82572	-3.59787	-3.1033
-2.26763	-2.61302	-2.83035	-2.48512	-3.70446	-2.31113	-3.72262	-3.69042	-3.62422	-2.17897	-2.34971	-2.03206	-3.07376	-2.27427	-2.09836	-2.81721	-3.62096	-3.38531	-2.06004	-2.91408
-3.48433	-2.19879	-2.55158	-3.70446	-3.82877	-2.26361	-3.2215	-2.59311	-3.52463	-2.83366	-2.70637	-2.94017	-3.23226	-2.93167	-3.17755	-3.1661	-3.05182	-3.26957	-3.27936	-2.4868
-3.58786	-3.1928	-2.34151	-2.31113	-2.26361	-3.03001	-3.39614	-2.73144	-3.08246	-3.73328	-2.81449	-2.25447	-2.09624	-3.512	-2.73112	-2.6029	-2.15943	-3.28345	-2.95695	-2.05493
-2.36996	-3.25081	-3.12981	-3.72262	-3.2215	-3.39614	-3.47762	-2.15275	-2.33857	-2.04219	-2.72207	-2.09343	-2.61537	-2.70725	-2.58913	-2.55746	-3.88386	-2.21066	-3.26355	-2.26946
-2.91858	-3.85069	-3.32794	-3.69042	-2.59311	-2.73144	-2.15275	-2.38389	-2.11155	-2.60502	-3.5685	-3.45442	-3.09835	-2.15803	-3.78633	-2.2081	-3.28431	-3.60536	-2.62591	-2.30665
-3.80744	-3.74289	-2.33946	-3.62422	-3.52463	-3.08246	-2.33857	-2.11155	-3.29483	-2.87766	-2.6179	-2.5873	-3.44927	-3.74839	-2.81676	-3.9086	-3.97803	-2.54412	-2.45113	-2.63753
-2.19942	-2.87566	-3.37307	-2.17897	-2.83366	-3.73328	-2.04219	-2.60502	-2.87766	-3.73194	-2.54961	-3.56124	-2.90472	-3.65453	-2.92123	-3.42444	-2.22855	-3.24384	-3.28575	-2.4355
-2.58502	-3.34828	-3.15443	-2.34971	-2.70637	-2.81449	-2.72207	-3.5685	-2.6179	-2.54961	-3.44932	-3.74808	-3.51156	-2.69528	-3.27888	-3.68942	-2.05027	-3.69037	-3.18582	-3.33233
-3.50804	-3.92588	-2.29354	-2.03206	-2.94017	-2.25447	-2.09343	-3.45442	-2.5873	-3.56124	-3.74808	-2.33155	-3.40273	-3.8003	-2.09687	-3.91665	-3.02312	-2.60169	-2.8231	-2.27885
-3.10679	-2.07689	-3.24112	-3.07376	-3.23226	-2.09624	-2.61537	-3.09835	-3.44927	-2.90472	-3.51156	-3.40273	-3.6368	-3.60124	-3.63886	-2.37274	-3.69211	-3.24584	-3.15729	-2.54545
-2.07299	-3.99355	-3.30788	-2.27427	-2.93167	-3.512	-2.70725	-2.15803	-3.74839	-3.65453	-2.69528	-3.8003	-3.60124	-2.26933	-2.78455	-2.67103	-2.66119	-2.58271	-3.5769	-2.28329
-3.27304	-3.8615	-2.14813	-2.09836	-3.17755	-2.73112	-2.58913	-3.78633	-2.81676	-2.92123	-3.27888	-2.09687	-3.63886	-2.78455	-2.7322	-2.63096	-2.28232	-3.64161	-3.09692	-2.72002
-2.36995	-3.58188	-3.08239	-2.81721	-3.1661	-2.6029	-2.55746	-2.2081	-3.9086	-3.42444	-3.68942	-3.91665	-2.37274	-2.67103	-2.63096	-3.4846	-2.13857	-2.19697	-3.33124	-2.60166
-2.41024	-2.73092	-2.90826	-3.62096	-3.05182	-2.15943	-3.88386	-3.28431	-3.97803	-2.22855	-2.05027	-3.02312	-3.69211	-2.66119	-2.28232	-2.13857	-2.84046	-3.58996	-2.33498	-2.38789
-3.06403	-2.00603	-3.82572	-3.38531	-3.26957	-3.28345	-2.21066	-3.60536	-2.54412	-3.24384	-3.69037	-2.60169	-3.24584	-2.58271	-3.64161	-2.19697	-3.58996	-2.86962	-3.03662	-2.78759
-3.95612	-3.79587	-3.59787	-2.06004	-3.27936	-2.95695	-3.26355	-2.62591	-2.45113	-3.28575	-3.18582	-2.8231	-3.15729	-3.5769	-3.09692	-3.33124	-2.33498	-3.03662	-2.86361	-3.6217
-3.63197	-3.47465	-3.1033	-2.91408	-2.4868	-2.05493	-2.26946	-2.30665	-2.63753	-2.4355	-3.33233	-2.27885	-2.54545	-2.28329	-2.72002	-2.60166	-2.38789	-2.78759	-3.6217	-2.38402
